customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,age_group,purchase_frequency_days
716,23,Female,Scarf,Accessories,47,Utah,S,Silver,Fall,4.0,No,Standard,Yes,32,PayPal,Weekly,Young Adult,7
352,47,Female,Scarf,Accessories,77,Nebraska,L,Violet,Winter,5.0,Yes,Store Pickup,Yes,36,Credit Card,Bi-Weekly,Middle Aged,14
3213,29,Female,Hoodie,Clothing,42,Nevada,L,Gold,Summer,4.0,No,Store Pickup,Yes,6,Credit Card,Annually,Young Adult,365
1835,68,Female,Jewelry,Accessories,56,Alabama,S,Blue,Spring,5.0,No,2-Day Shipping,Yes,32,Debit Card,Bi-Weekly,Senior,14
1766,65,Female,Boots,Footwear,93,Vermont,XL,Gold,Fall,3.0,No,Free Shipping,Yes,14,Debit Card,Monthly,Senior,30
1733,33,Female,Gloves,Accessories,97,North Dakota,S,Lavender,Winter,4.0,No,2-Day Shipping,Yes,12,Apple Pay,Monthly,Adult,30
2986,32,Male,Skirt,Clothing,89,Rhode Island,XL,Gray,Fall,5.0,No,Express,Yes,47,Apple Pay,Bi-Weekly,Adult,14
3714,18,Female,Jewelry,Accessories,47,New Hampshire,M,Olive,Fall,5.0,No,Next Day Air,Yes,35,Debit Card,Monthly,Young Adult,30
3705,66,Female,Socks,Clothing,61,Ohio,L,Teal,Winter,1.0,No,Free Shipping,Yes,31,Debit Card,Annually,Senior,365
2225,37,Male,Pants,Clothing,51,Connecticut,XL,Teal,Fall,4.0,No,Express,Yes,35,PayPal,Monthly,Adult,30
3593,59,Female,Sunglasses,Accessories,90,Kentucky,L,Red,Spring,5.0,No,Free Shipping,Yes,23,Credit Card,Annually,Middle Aged,365
906,68,Male,Hoodie,Clothing,20,Florida,L,Red,Fall,4.0,No,Express,Yes,27,Apple Pay,Annually,Senior,365
2839,51,Female,Shoes,Footwear,99,New York,XL,Green,Winter,5.0,Yes,Store Pickup,Yes,46,Credit Card,Bi-Weekly,Middle Aged,14
3112,67,Male,Shirt,Clothing,29,Texas,S,Cyan,Fall,2.0,No,2-Day Shipping,Yes,19,Credit Card,Bi-Weekly,Senior,14
645,40,Female,Hat,Accessories,85,Nebraska,M,Violet,Spring,4.0,No,Express,No,8,Credit Card,Monthly,Adult,30
2534,37,Male,Backpack,Accessories,74,Texas,M,Silver,Summer,5.0,No,Standard,No,28,PayPal,Monthly,Adult,30
1191,60,Male,Sandals,Footwear,73,Hawaii,S,Gray,Fall,4.0,No,Free Shipping,Yes,1,Credit Card,Bi-Weekly,Senior,14
2891,22,Male,Socks,Clothing,29,New York,L,Blue,Spring,5.0,No,Express,Yes,47,Credit Card,Bi-Weekly,Young Adult,14
175,18,Male,Socks,Clothing,95,New Mexico,XL,Red,Spring,4.0,Yes,Express,Yes,11,Credit Card,Monthly,Young Adult,30
971,47,Male,Dress,Clothing,95,New Hampshire,M,Brown,Summer,3.0,Yes,Express,Yes,34,Apple Pay,Monthly,Middle Aged,30
1583,37,Male,Dress,Clothing,87,New York,XL,White,Spring,5.0,No,Free Shipping,Yes,42,Debit Card,Annually,Adult,365
618,19,Female,Dress,Clothing,31,New Mexico,L,Blue,Summer,5.0,No,Express,Yes,17,Credit Card,Monthly,Young Adult,30
2256,53,Female,Handbag,Accessories,92,Illinois,XL,Lavender,Winter,5.0,No,2-Day Shipping,No,40,PayPal,Monthly,Middle Aged,30
509,60,Male,Pants,Clothing,96,Nevada,M,Green,Summer,5.0,Yes,2-Day Shipping,Yes,9,PayPal,Weekly,Senior,7
3146,45,Female,Jeans,Clothing,90,South Carolina,S,Orange,Fall,5.0,No,Standard,Yes,34,PayPal,Monthly,Middle Aged,30
2767,45,Male,Boots,Footwear,52,California,L,Maroon,Fall,5.0,No,Free Shipping,Yes,33,Credit Card,Monthly,Middle Aged,30
3733,47,Female,Pants,Clothing,25,New Mexico,L,Silver,Winter,4.0,No,Express,Yes,26,Debit Card,Monthly,Middle Aged,30
8,41,Female,Shirt,Clothing,34,Colorado,S,Silver,Fall,2.0,No,Free Shipping,Yes,8,Credit Card,Monthly,Adult,30
93,33,Female,Boots,Footwear,21,Nevada,L,Gold,Winter,5.0,Yes,Express,Yes,9,Credit Card,Monthly,Adult,30
1473,64,Male,Backpack,Accessories,100,Utah,XL,Blue,Fall,5.0,No,Express,Yes,9,Credit Card,Monthly,Senior,30
3498,44,Female,Shirt,Clothing,26,North Carolina,M,Turquoise,Summer,5.0,No,Express,Yes,29,Credit Card,Annually,Adult,365
1108,56,Male,Socks,Clothing,93,Ohio,XL,Maroon,Spring,3.0,No,Express,Yes,34,Credit Card,Weekly,Middle Aged,7
492,29,Male,Hoodie,Clothing,31,West Virginia,XL,Silver,Summer,2.0,No,Express,Yes,6,Gift Card,Bi-Weekly,Young Adult,14
675,48,Male,Jacket,Outerwear,52,Alaska,L,Cyan,Spring,5.0,No,Free Shipping,Yes,27,PayPal,Monthly,Middle Aged,30
197,70,Male,Jewelry,Accessories,99,West Virginia,S,Turquoise,Fall,5.0,No,Free Shipping,Yes,33,PayPal,Monthly,Senior,30
439,45,Male,Socks,Clothing,78,West Virginia,XL,Charcoal,Summer,4.0,Yes,Free Shipping,Yes,25,Debit Card,Bi-Weekly,Middle Aged,14
32,28,Female,Coat,Outerwear,56,North Dakota,L,Peach,Winter,5.0,No,Next Day Air,Yes,24,Credit Card,Weekly,Young Adult,7
3707,46,Male,Jewelry,Accessories,37,Connecticut,L,Gold,Summer,5.0,No,2-Day Shipping,Yes,32,Gift Card,Monthly,Middle Aged,30
245,33,Male,Sunglasses,Accessories,38,Washington,S,White,Winter,5.0,Yes,Free Shipping,No,8,Credit Card,Weekly,Adult,7
1405,31,Male,Pants,Clothing,72,Washington,S,Green,Spring,5.0,Yes,Express,No,35,Gift Card,Monthly,Adult,30
1404,21,Male,Dress,Clothing,99,Alabama,XL,Teal,Fall,5.0,Yes,Free Shipping,No,31,Credit Card,Monthly,Young Adult,30
3630,59,Female,Handbag,Accessories,35,Hawaii,M,Gray,Fall,4.0,No,Express,Yes,13,Debit Card,Monthly,Middle Aged,30
1874,59,Male,Dress,Clothing,23,Arizona,S,Green,Summer,5.0,No,2-Day Shipping,Yes,2,Credit Card,Annually,Middle Aged,365
66,35,Male,Blouse,Clothing,37,Texas,M,Olive,Spring,4.0,No,Free Shipping,No,32,Debit Card,Monthly,Adult,30
2762,70,Female,Backpack,Accessories,64,Arizona,M,Olive,Fall,3.0,No,Express,Yes,1,Debit Card,Monthly,Senior,30
2819,53,Female,Hoodie,Clothing,95,New York,S,Yellow,Fall,3.0,No,Free Shipping,Yes,35,Credit Card,Monthly,Middle Aged,30
2271,25,Male,Socks,Clothing,29,Rhode Island,XL,Peach,Summer,5.0,No,2-Day Shipping,Yes,14,PayPal,Monthly,Young Adult,30
951,58,Male,Shirt,Clothing,70,Hawaii,M,Violet,Winter,4.0,No,Express,No,45,Credit Card,Monthly,Middle Aged,30
1596,53,Male,Dress,Clothing,61,South Carolina,M,Olive,Fall,4.0,No,Express,Yes,14,Credit Card,Monthly,Middle Aged,30
2744,25,Male,Pants,Clothing,36,Indiana,M,Olive,Winter,5.0,No,2-Day Shipping,Yes,26,Credit Card,Monthly,Young Adult,30
366,57,Female,Shorts,Clothing,97,Massachusetts,L,Brown,Summer,2.0,No,Free Shipping,No,14,Credit Card,Weekly,Middle Aged,7
3764,37,Female,Sunglasses,Accessories,72,Arizona,M,Beige,Spring,5.0,No,Standard,No,48,Debit Card,Weekly,Adult,7
3512,62,Female,Gloves,Accessories,95,New Hampshire,L,Lavender,Fall,5.0,No,Free Shipping,Yes,9,PayPal,Monthly,Senior,30
636,63,Female,Skirt,Clothing,40,Connecticut,XL,Charcoal,Spring,4.0,No,Express,Yes,21,Credit Card,Monthly,Senior,30
2879,21,Female,T-shirt,Clothing,34,Michigan,M,Peach,Fall,3.0,No,2-Day Shipping,Yes,30,PayPal,Monthly,Young Adult,30
2988,63,Male,Sweater,Clothing,84,Arkansas,M,Olive,Spring,1.0,Yes,Free Shipping,Yes,41,Debit Card,Monthly,Senior,30
1097,47,Male,Hat,Accessories,99,Washington,M,Turquoise,Winter,5.0,Yes,Standard,Yes,15,Credit Card,Monthly,Middle Aged,30
644,70,Female,Blouse,Clothing,54,Maryland,L,Pink,Fall,5.0,No,Standard,Yes,25,Debit Card,Annually,Senior,365
1804,69,Male,Shorts,Clothing,100,Alabama,M,White,Fall,4.0,Yes,2-Day Shipping,Yes,5,Credit Card,Monthly,Senior,30
1477,40,Female,Blouse,Clothing,63,Alaska,XL,Peach,Spring,5.0,No,Free Shipping,Yes,27,Apple Pay,Monthly,Adult,30
286,41,Male,Dress,Clothing,73,Georgia,XL,Turquoise,Summer,4.0,No,Express,Yes,23,Debit Card,Annually,Adult,365
2790,26,Male,Shoes,Footwear,55,California,L,Teal,Summer,4.0,Yes,Express,No,7,PayPal,Weekly,Young Adult,7
2543,40,Male,Jewelry,Accessories,47,Ohio,S,Peach,Fall,3.0,No,Express,Yes,10,Apple Pay,Weekly,Adult,7
1319,56,Male,Shirt,Clothing,56,Virginia,M,Green,Summer,5.0,No,Express,No,14,Credit Card,Monthly,Middle Aged,30
2015,61,Female,Backpack,Accessories,88,Utah,S,Violet,Fall,5.0,No,Free Shipping,Yes,9,Debit Card,Monthly,Senior,30
2206,41,Female,Sunglasses,Accessories,36,Maryland,L,Orange,Summer,5.0,Yes,Standard,Yes,36,PayPal,Bi-Weekly,Adult,14
69,56,Female,Jacket,Outerwear,82,South Carolina,XL,Blue,Summer,4.0,No,Free Shipping,Yes,30,Credit Card,Monthly,Middle Aged,30
2280,48,Male,Shoes,Footwear,34,Nevada,S,Pink,Summer,5.0,Yes,Free Shipping,No,19,Debit Card,Annually,Middle Aged,365
3533,58,Male,Sandals,Footwear,84,Kansas,XL,White,Spring,5.0,Yes,Free Shipping,No,13,PayPal,Monthly,Middle Aged,30
3109,41,Female,Shorts,Clothing,65,Pennsylvania,M,Magenta,Fall,5.0,No,2-Day Shipping,Yes,41,Debit Card,Monthly,Adult,30
3853,62,Female,Dress,Clothing,72,Mississippi,S,Cyan,Winter,5.0,No,Standard,Yes,44,Debit Card,Monthly,Senior,30
3126,21,Male,Backpack,Accessories,24,Wisconsin,M,Gray,Summer,3.0,Yes,Free Shipping,Yes,32,Credit Card,Annually,Young Adult,365
9,28,Male,Hat,Accessories,78,Nevada,M,Olive,Summer,4.0,No,Express,Yes,31,Credit Card,Monthly,Young Adult,30
3812,32,Female,Shoes,Footwear,22,Pennsylvania,L,Gray,Spring,2.0,Yes,2-Day Shipping,Yes,27,Credit Card,Weekly,Adult,7
441,55,Male,Shorts,Clothing,80,Arkansas,M,Pink,Winter,5.0,No,Standard,Yes,14,PayPal,Monthly,Middle Aged,30
2081,56,Male,Boots,Footwear,70,Delaware,S,Charcoal,Fall,4.0,No,Express,Yes,2,PayPal,Bi-Weekly,Middle Aged,14
1,55,Male,Sneakers,Footwear,39,Nevada,M,Turquoise,Summer,5.0,Yes,Express,Yes,43,Debit Card,Bi-Weekly,Middle Aged,14
766,65,Male,Jewelry,Accessories,50,Rhode Island,XL,Blue,Winter,3.0,No,Standard,Yes,17,Credit Card,Monthly,Senior,30
3576,62,Male,Belt,Accessories,53,Georgia,S,Green,Winter,5.0,No,Next Day Air,Yes,50,Credit Card,Bi-Weekly,Senior,14
3168,39,Male,Blouse,Clothing,96,Arizona,S,Cyan,Summer,5.0,Yes,Express,Yes,45,PayPal,Annually,Adult,365
3781,66,Male,Shoes,Footwear,75,Nevada,XL,Yellow,Winter,5.0,No,Express,No,21,PayPal,Weekly,Senior,7
669,39,Female,T-shirt,Clothing,79,Nevada,S,Pink,Fall,4.0,No,Free Shipping,Yes,11,PayPal,Monthly,Adult,30
1271,42,Male,Shirt,Clothing,70,Kentucky,S,Silver,Fall,3.0,No,2-Day Shipping,Yes,30,Credit Card,Annually,Adult,365
3362,41,Male,Blouse,Clothing,83,Minnesota,XL,Red,Winter,3.0,No,Free Shipping,Yes,47,Debit Card,Monthly,Adult,30
2997,31,Female,Socks,Clothing,99,Connecticut,L,Brown,Winter,3.0,No,2-Day Shipping,Yes,48,Debit Card,Bi-Weekly,Adult,14
3289,35,Male,Boots,Footwear,30,Nebraska,XL,Peach,Fall,5.0,No,Free Shipping,Yes,1,Debit Card,Monthly,Adult,30
575,19,Female,Jacket,Outerwear,56,Idaho,M,Peach,Winter,5.0,No,Express,Yes,25,Credit Card,Monthly,Young Adult,30
2470,44,Female,Boots,Footwear,36,Washington,XL,Maroon,Spring,5.0,No,Express,No,3,Credit Card,Bi-Weekly,Adult,14
691,32,Female,Hoodie,Clothing,49,Tennessee,S,Magenta,Winter,4.0,No,Free Shipping,Yes,24,Credit Card,Weekly,Adult,7
147,67,Female,Jewelry,Accessories,93,Oregon,XL,Indigo,Spring,3.0,No,Free Shipping,Yes,7,Debit Card,Monthly,Senior,30
1645,27,Male,Shirt,Clothing,33,Mississippi,L,Black,Spring,1.0,No,Express,Yes,15,Debit Card,Monthly,Young Adult,30
713,56,Male,Shirt,Clothing,78,Texas,L,Yellow,Spring,5.0,No,Free Shipping,No,39,Gift Card,Annually,Middle Aged,365
2550,41,Female,Backpack,Accessories,80,Idaho,XL,Purple,Summer,2.0,Yes,Free Shipping,Yes,9,PayPal,Monthly,Adult,30
1402,69,Female,Jeans,Clothing,20,Maryland,S,Olive,Spring,5.0,Yes,2-Day Shipping,Yes,25,Debit Card,Monthly,Senior,30
3212,61,Male,Socks,Clothing,95,South Dakota,S,Black,Spring,4.0,No,Standard,Yes,11,Credit Card,Monthly,Senior,30
654,30,Male,Hoodie,Clothing,33,Arkansas,S,Green,Spring,5.0,No,Standard,Yes,7,Debit Card,Annually,Adult,365
3006,19,Male,Blouse,Clothing,44,Indiana,M,Peach,Winter,4.0,Yes,Free Shipping,Yes,40,Debit Card,Monthly,Young Adult,30
1821,45,Male,Blouse,Clothing,39,Kentucky,XL,Black,Winter,5.0,Yes,Standard,No,23,PayPal,Weekly,Middle Aged,7
1671,39,Female,Pants,Clothing,35,Georgia,M,Violet,Fall,4.0,Yes,Express,Yes,13,Credit Card,Monthly,Adult,30
3046,59,Male,Jewelry,Accessories,92,Rhode Island,L,Cyan,Spring,1.0,No,Free Shipping,Yes,7,Debit Card,Monthly,Middle Aged,30
2410,69,Female,Gloves,Accessories,45,North Carolina,XL,Magenta,Fall,2.0,No,Next Day Air,Yes,10,Gift Card,Annually,Senior,365
220,68,Male,Hoodie,Clothing,41,Alabama,M,Brown,Winter,4.0,Yes,Free Shipping,Yes,13,Credit Card,Weekly,Senior,7
2149,36,Female,Shoes,Footwear,78,Kansas,L,White,Summer,4.0,No,Standard,Yes,24,PayPal,Annually,Adult,365
1149,35,Male,Boots,Footwear,59,Ohio,L,Pink,Fall,2.0,No,Express,Yes,10,PayPal,Monthly,Adult,30
1062,20,Male,Hat,Accessories,89,Arkansas,L,Beige,Winter,5.0,Yes,2-Day Shipping,No,21,Debit Card,Monthly,Young Adult,30
979,46,Male,Hat,Accessories,32,Louisiana,XL,Blue,Winter,5.0,No,Free Shipping,Yes,21,Credit Card,Monthly,Middle Aged,30
616,63,Female,T-shirt,Clothing,90,Virginia,S,Teal,Summer,3.0,No,Free Shipping,No,42,Debit Card,Weekly,Senior,7
1801,45,Male,Sunglasses,Accessories,84,Kentucky,XL,Olive,Summer,4.0,No,Express,No,10,PayPal,Monthly,Middle Aged,30
2634,19,Male,Belt,Accessories,60,North Dakota,L,Gold,Summer,4.0,No,2-Day Shipping,No,45,Credit Card,Monthly,Young Adult,30
2859,41,Male,Pants,Clothing,32,Michigan,S,Lavender,Winter,5.0,No,Express,No,35,Credit Card,Monthly,Adult,30
1844,52,Male,Jeans,Clothing,96,Pennsylvania,XL,Brown,Winter,3.0,No,Standard,Yes,10,Debit Card,Monthly,Middle Aged,30
1062,62,Male,T-shirt,Clothing,28,South Dakota,M,Gold,Summer,5.0,No,Free Shipping,Yes,14,Credit Card,Weekly,Senior,7
1308,44,Male,Jewelry,Accessories,21,Michigan,S,Olive,Spring,1.0,No,Standard,No,6,Debit Card,Monthly,Adult,30
768,30,Male,Blouse,Clothing,46,Vermont,L,Orange,Summer,4.0,Yes,2-Day Shipping,Yes,11,Debit Card,Monthly,Adult,30
2677,27,Male,Skirt,Clothing,25,Kansas,S,Lavender,Fall,5.0,No,Express,Yes,9,Credit Card,Monthly,Young Adult,30
653,46,Female,Socks,Clothing,54,Massachusetts,S,White,Fall,5.0,No,2-Day Shipping,Yes,26,Credit Card,Bi-Weekly,Middle Aged,14
3722,66,Male,Handbag,Accessories,22,Texas,M,Orange,Summer,5.0,Yes,Standard,Yes,29,Debit Card,Bi-Weekly,Senior,14
1731,70,Male,Socks,Clothing,84,Nebraska,S,Purple,Fall,5.0,No,Free Shipping,Yes,20,Credit Card,Bi-Weekly,Senior,14
3717,52,Male,Boots,Footwear,89,Missouri,S,Orange,Spring,4.0,No,Express,Yes,16,PayPal,Bi-Weekly,Middle Aged,14
1813,27,Male,Skirt,Clothing,78,Utah,M,Maroon,Summer,4.0,No,Standard,Yes,45,Credit Card,Monthly,Young Adult,30
832,58,Female,Pants,Clothing,27,Georgia,XL,Turquoise,Summer,4.0,Yes,Free Shipping,Yes,16,Debit Card,Bi-Weekly,Middle Aged,14
1557,52,Male,Pants,Clothing,95,Vermont,L,Silver,Winter,3.0,No,Express,Yes,36,Debit Card,Monthly,Middle Aged,30
2975,41,Female,Jacket,Outerwear,35,Rhode Island,L,Purple,Winter,4.0,No,Express,Yes,4,Debit Card,Monthly,Adult,30
1675,64,Male,T-shirt,Clothing,70,Ohio,M,Olive,Fall,5.0,No,2-Day Shipping,Yes,12,PayPal,Bi-Weekly,Senior,14
2664,70,Male,Belt,Accessories,42,Louisiana,L,Violet,Fall,5.0,Yes,Express,Yes,13,Debit Card,Bi-Weekly,Senior,14
3383,24,Female,Belt,Accessories,34,Maryland,S,Maroon,Summer,4.0,No,Free Shipping,Yes,44,Debit Card,Weekly,Young Adult,7
945,59,Male,Backpack,Accessories,72,North Dakota,XL,Magenta,Summer,4.0,No,Next Day Air,Yes,44,Credit Card,Monthly,Middle Aged,30
642,42,Female,Hoodie,Clothing,54,Oklahoma,S,Black,Fall,1.0,Yes,Express,Yes,10,Credit Card,Monthly,Adult,30
4,40,Male,Jewelry,Accessories,22,Massachusetts,M,Turquoise,Winter,4.0,Yes,Free Shipping,Yes,45,Debit Card,Monthly,Adult,30
3280,60,Male,Boots,Footwear,48,Colorado,XL,Teal,Spring,3.0,No,2-Day Shipping,Yes,12,Credit Card,Monthly,Senior,30
1694,66,Female,Handbag,Accessories,76,New York,M,Lavender,Summer,5.0,No,Free Shipping,Yes,37,Debit Card,Monthly,Senior,30
1386,70,Male,Socks,Clothing,99,Arizona,M,Violet,Spring,5.0,No,2-Day Shipping,No,1,Credit Card,Monthly,Senior,30
1048,47,Female,Pants,Clothing,95,California,M,Indigo,Spring,4.0,No,2-Day Shipping,Yes,48,Debit Card,Monthly,Middle Aged,30
3800,21,Female,Jacket,Outerwear,36,Montana,S,Pink,Winter,1.0,No,Express,Yes,28,Credit Card,Monthly,Young Adult,30
1967,20,Male,Socks,Clothing,66,New York,M,Brown,Summer,5.0,No,Free Shipping,Yes,37,Credit Card,Annually,Young Adult,365
3013,67,Male,Pants,Clothing,23,New Mexico,XL,Magenta,Fall,4.0,No,Free Shipping,No,37,Credit Card,Annually,Senior,365
1634,62,Female,Blouse,Clothing,36,Ohio,M,Charcoal,Summer,5.0,No,Free Shipping,No,33,Gift Card,Monthly,Senior,30
341,50,Female,Shoes,Footwear,83,Colorado,XL,Lavender,Summer,4.0,Yes,Express,Yes,25,Credit Card,Weekly,Middle Aged,7
2097,62,Female,Dress,Clothing,46,New Mexico,M,Blue,Winter,4.0,No,Free Shipping,Yes,7,PayPal,Monthly,Senior,30
3163,38,Male,Sunglasses,Accessories,93,North Dakota,M,Purple,Spring,4.0,No,Express,Yes,28,PayPal,Annually,Adult,365
529,67,Female,Shorts,Clothing,59,Minnesota,M,Purple,Spring,5.0,Yes,Free Shipping,Yes,9,Debit Card,Weekly,Senior,7
1975,44,Female,Sandals,Footwear,93,Nebraska,S,Green,Winter,5.0,No,2-Day Shipping,Yes,47,Credit Card,Monthly,Adult,30
2286,43,Male,Scarf,Accessories,48,Hawaii,L,Green,Winter,4.0,Yes,Standard,Yes,45,Credit Card,Annually,Adult,365
3889,51,Female,Sneakers,Footwear,96,Connecticut,M,Lavender,Fall,4.0,No,Free Shipping,Yes,9,Apple Pay,Monthly,Middle Aged,30
648,49,Male,Jewelry,Accessories,53,Vermont,M,Indigo,Fall,4.0,Yes,Free Shipping,Yes,6,PayPal,Annually,Middle Aged,365
1809,18,Male,Jacket,Outerwear,88,Oregon,M,Gold,Summer,4.0,No,2-Day Shipping,No,10,Debit Card,Monthly,Young Adult,30
1132,44,Female,Dress,Clothing,62,Virginia,L,Green,Summer,4.0,Yes,Free Shipping,Yes,37,PayPal,Monthly,Adult,30
1178,25,Female,Blouse,Clothing,69,Ohio,XL,Orange,Spring,5.0,Yes,Express,Yes,40,Apple Pay,Bi-Weekly,Young Adult,14
3673,18,Female,T-shirt,Clothing,73,Hawaii,XL,Turquoise,Winter,5.0,No,Store Pickup,Yes,43,Credit Card,Bi-Weekly,Young Adult,14
1871,41,Male,Coat,Outerwear,37,Hawaii,S,Cyan,Fall,4.0,No,Standard,Yes,15,PayPal,Weekly,Adult,7
3858,51,Male,Jacket,Outerwear,38,South Dakota,XL,Lavender,Winter,5.0,No,Express,Yes,42,Debit Card,Monthly,Middle Aged,30
2563,52,Male,Shirt,Clothing,74,South Dakota,XL,Indigo,Summer,5.0,No,Free Shipping,No,21,Debit Card,Monthly,Middle Aged,30
565,32,Male,Jeans,Clothing,52,New Jersey,XL,White,Winter,4.0,No,Free Shipping,Yes,18,Credit Card,Annually,Adult,365
1835,61,Female,Jewelry,Accessories,75,New York,S,Teal,Spring,4.0,No,2-Day Shipping,Yes,2,Gift Card,Bi-Weekly,Senior,14
2285,51,Female,Jacket,Outerwear,69,Florida,L,Orange,Spring,5.0,No,Free Shipping,Yes,28,Credit Card,Monthly,Middle Aged,30
930,39,Female,Hoodie,Clothing,64,Delaware,S,Violet,Spring,4.0,No,Standard,Yes,14,Credit Card,Annually,Adult,365
737,59,Male,Pants,Clothing,50,Minnesota,S,White,Summer,3.0,No,Free Shipping,Yes,37,Credit Card,Monthly,Middle Aged,30
1210,21,Female,Belt,Accessories,41,Connecticut,XL,Indigo,Fall,4.0,Yes,Express,Yes,46,Debit Card,Monthly,Young Adult,30
3718,28,Female,Sunglasses,Accessories,45,Florida,S,Orange,Winter,4.0,No,Free Shipping,No,32,Debit Card,Annually,Young Adult,365
3419,65,Female,Sneakers,Footwear,46,Nevada,M,Orange,Fall,5.0,No,Free Shipping,Yes,40,Credit Card,Monthly,Senior,30
1843,41,Female,Shoes,Footwear,99,Maine,L,Charcoal,Fall,5.0,No,Free Shipping,Yes,5,PayPal,Bi-Weekly,Adult,14
460,38,Female,Blouse,Clothing,63,Wisconsin,XL,Violet,Winter,4.0,No,2-Day Shipping,Yes,5,Debit Card,Bi-Weekly,Adult,14
3837,52,Male,Hoodie,Clothing,23,West Virginia,S,Magenta,Spring,2.0,Yes,Express,Yes,41,Credit Card,Annually,Middle Aged,365
3054,52,Male,Handbag,Accessories,28,Connecticut,L,Red,Summer,4.0,No,Free Shipping,Yes,2,PayPal,Weekly,Middle Aged,7
985,59,Male,Sweater,Clothing,70,Oklahoma,S,Teal,Fall,5.0,Yes,Express,Yes,44,Credit Card,Monthly,Middle Aged,30
2768,33,Male,Shoes,Footwear,26,Arizona,L,Cyan,Winter,2.0,Yes,Express,Yes,48,Debit Card,Monthly,Adult,30
1675,67,Female,Sunglasses,Accessories,81,Pennsylvania,L,Purple,Spring,4.0,No,2-Day Shipping,Yes,13,PayPal,Bi-Weekly,Senior,14
491,24,Male,Coat,Outerwear,34,Michigan,S,Peach,Fall,5.0,No,2-Day Shipping,Yes,15,Apple Pay,Weekly,Young Adult,7
97,23,Male,Scarf,Accessories,55,Maine,L,Brown,Winter,2.0,No,2-Day Shipping,No,42,Apple Pay,Monthly,Young Adult,30
1868,44,Female,Dress,Clothing,59,Alabama,S,Gray,Winter,4.0,Yes,Standard,Yes,26,Apple Pay,Monthly,Adult,30
1605,70,Male,Shirt,Clothing,40,Kansas,L,Yellow,Spring,5.0,No,2-Day Shipping,Yes,32,PayPal,Monthly,Senior,30
1648,68,Female,Coat,Outerwear,82,Delaware,L,Maroon,Spring,4.0,No,Free Shipping,No,14,Credit Card,Bi-Weekly,Senior,14
2192,70,Female,Scarf,Accessories,92,Arizona,XL,Turquoise,Spring,4.0,No,Store Pickup,Yes,28,Debit Card,Bi-Weekly,Senior,14
1992,66,Male,Scarf,Accessories,66,Wisconsin,L,Brown,Winter,4.0,No,Express,Yes,42,Credit Card,Weekly,Senior,7
2894,39,Male,Jacket,Outerwear,75,Massachusetts,M,Orange,Summer,4.0,No,Free Shipping,Yes,29,Debit Card,Monthly,Adult,30
1470,49,Male,Sandals,Footwear,21,Hawaii,L,Magenta,Summer,4.0,Yes,Free Shipping,Yes,5,Apple Pay,Weekly,Middle Aged,7
1771,58,Male,Coat,Outerwear,62,Wyoming,S,Maroon,Winter,5.0,No,Standard,No,32,Credit Card,Weekly,Middle Aged,7
95,39,Female,Boots,Footwear,59,Mississippi,XL,Peach,Summer,4.0,Yes,Free Shipping,Yes,39,Gift Card,Monthly,Adult,30
452,58,Male,Shoes,Footwear,85,Washington,XL,Red,Winter,4.0,No,Express,Yes,44,PayPal,Monthly,Middle Aged,30
3292,47,Female,Shorts,Clothing,76,Texas,XL,Cyan,Summer,4.0,Yes,Standard,Yes,10,Credit Card,Bi-Weekly,Middle Aged,14
1955,35,Male,Hoodie,Clothing,26,Arizona,L,Pink,Summer,5.0,Yes,Free Shipping,Yes,27,Gift Card,Weekly,Adult,7
2651,70,Male,Sandals,Footwear,29,South Carolina,XL,Beige,Spring,5.0,No,Free Shipping,Yes,36,Gift Card,Annually,Senior,365
1257,44,Female,Jeans,Clothing,98,Rhode Island,L,Cyan,Spring,5.0,No,2-Day Shipping,Yes,15,Debit Card,Weekly,Adult,7
1036,35,Male,Jacket,Outerwear,54,New Jersey,S,Charcoal,Summer,2.0,No,Express,Yes,50,Gift Card,Weekly,Adult,7
2514,43,Female,Skirt,Clothing,36,Idaho,S,Green,Summer,5.0,No,Standard,Yes,19,Gift Card,Monthly,Adult,30
2592,20,Male,Boots,Footwear,82,Montana,M,Olive,Spring,5.0,No,2-Day Shipping,Yes,8,Credit Card,Monthly,Young Adult,30
342,29,Female,Jacket,Outerwear,78,Michigan,L,Gold,Winter,5.0,No,Free Shipping,Yes,47,Credit Card,Monthly,Young Adult,30
3713,18,Male,Jeans,Clothing,100,Alaska,S,Gold,Summer,4.0,No,Free Shipping,Yes,27,Gift Card,Weekly,Young Adult,7
3083,22,Male,Socks,Clothing,63,Louisiana,S,Gray,Fall,4.0,No,Express,Yes,39,PayPal,Weekly,Young Adult,7
3651,46,Male,Scarf,Accessories,72,Connecticut,M,Maroon,Fall,4.0,No,2-Day Shipping,Yes,27,Credit Card,Bi-Weekly,Middle Aged,14
2687,62,Male,Skirt,Clothing,90,Georgia,XL,Magenta,Winter,3.0,Yes,Free Shipping,Yes,44,Debit Card,Weekly,Senior,7
92,38,Male,Jacket,Outerwear,58,Texas,L,Brown,Spring,4.0,No,Free Shipping,Yes,19,PayPal,Monthly,Adult,30
